18,"Marco Ortiz","Alpy116",2020-01-21,39689,-19465,"Se perdió por la pista en la noche con un niño",false,1
19,"Manuel Quispe","Alñoid836",2019-08-20,48551,-55591,"Se perdió por la plaza en la madrugada con un niño",false,1
20,"Juan Claros","Alio782",2018-03-10,-67733,1585,"Se marchó por el mercado de huacho en la noche solo",false,1
21,"Mirto Quispe","Alio234",2018-07-09,8802,7897,"La última vez que lo ví fue por la plaza en la madrugada con una niña",false,1
22,"Juan Vasquez","Alñoid881",2019-05-16,-59737,-45646,"Se fue por la escuela x en la tarde con un niño",false,1
23,"Ruperto Turpaleon","Aloiy22",2018-04-10,16272,-19167,"Se fugó por la pista en la mañana solo",false,1
24,"Ruperto Solis","Alñoid114",2021-06-24,-17716,42521,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la tarde con un niño",false,1
25,"Ruperto Ramírez","Lacy974",2020-10-15,37155,-54180,"Se fugó por la plaza en la noche con una niña",false,1
26,"Ana Vasquez","Lacy486",2018-06-14,3540,-50746,"Se fugó por el mercado de lima en la tarde con un niño",false,1
27,"Mirto Vasquez","Alpy855",2020-04-02,-2595,44545,"Se fue por la vereda en la tarde con un niño",false,1
28,"Marco Claros","Alñoid214",2020-07-11,-59433,35465,"La última vez que lo ví fue por la villa en la mañana con otros perros",false,1
29,"Ruperto Claros","Ajui548",2020-10-21,23643,-4094,"La última vez que lo ví fue por la escuela x en la noche solo",false,1
30,"Mirto Quispe","Alio515",2020-07-03,-37567,-58347,"La última vez que lo ví fue por el mercado de lima en la mañana con una niña",false,1
31,"Juan Claros","Alñoid617",2018-09-16,-61760,-47386,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la madrugada con una niña",false,1
32,"María Claros","Lacy634",2018-01-21,-5518,24737,"Se marchó por la pista en la noche solo",false,1
33,"Ruperto Quispe","Lacy624",2020-02-04,-45560,33351,"Se marchó por la playa en la mañana con un niño",false,1
34,"Manuel Quispe","Anlop942",2020-11-01,-61881,17592,"La última vez que lo ví fue por la vereda en la mañana con un niño",false,1
35,"Mirto Quispe","Alpy270",2020-11-18,9068,39122,"Se fugó por el mercado de huacho en la noche con otros perros",false,1
36,"María Zaenz","Apou292",2020-02-04,40803,-60296,"La última vez que lo ví fue por la playa en la tarde con un niño",false,1
37,"Juan Vasquez","Alñoid982",2018-08-22,-8222,12439,"Se perdió por la escuela x en la mañana solo",false,1
38,"Marco Zaenz","Alpy470",2018-10-25,13030,-9722,"Se perdió por la playa en la noche con otros perros",false,1
39,"Ruperto Ortiz","Aloiy830",2018-05-01,40159,32914,"Se fugó por la vereda en la mañana con una niña",false,1
40,"Marco Vasquez","Anlop770",2018-02-04,11593,-36772,"No se por donde se me perdió exactamente pero creo que fue por la plaza en la mañana solo",false,1
41,"Marco Ortiz","Ajui76",2018-10-11,-6663,-50985,"No se por donde se me perdió exactamente pero creo que fue por la pista en la noche solo",false,1
42,"Marco Turpaleon","Luna293",2018-03-15,-52149,13569,"Se perdió por la playa en la noche con otros perros",false,1
43,"Ana Quispe","Lacy747",2018-01-06,31246,18369,"Se fue por la vereda en la madrugada con una niña",false,1
44,"María Vasquez","Aloiy604",2018-05-17,43223,-1851,"La última vez que lo ví fue por la plaza en la madrugada con otros perros",false,1
45,"Juan Quispe","Alñoid919",2021-01-06,-65016,22997,"Se perdió por el mercado de lima en la noche con una niña",false,1
46,"Marco Turpaleon","Alio235",2019-11-16,-12750,46335,"Se marchó por la villa en la mañana solo",false,1
47,"Juan Quispe","Alio210",2019-12-04,2757,45430,"La última vez que lo ví fue por el mercado de huacho en la madrugada con una niña",false,1
48,"Ruperto Vasquez","Alpy77",2021-11-25,32189,-31915,"Se fue por la escuela x en la noche con otros perros",false,1
49,"Ruperto Solis","Alñoid861",2018-07-16,47095,-59794,"Se marchó por la playa en la mañana con otros perros",false,1
50,"Ruperto Quispe","Aloiy761",2019-09-01,16602,32478,"Se perdió por la vereda en la madrugada solo",false,1
51,"Juan Turpaleon","Luna799",2018-11-16,38165,-14068,"Se fugó por el mercado de lima en la noche con una niña",false,1
52,"Juan Ortiz","Luna539",2020-07-22,13398,47990,"Se fue por el mercado de lima en la madrugada con un niño",false,1
53,"Ana Vasquez","Apou869",2020-04-19,25062,-52035,"La última vez que lo ví fue por la pista en la mañana solo",false,1
54,"Ana Turpaleon","Alñoid37",2018-11-08,28438,-88,"La última vez que lo ví fue por la villa en la madrugada con un niño",false,1
55,"Mirto Solis","Luna767",2021-01-16,36568,-17259,"Se perdió por la plaza en la noche solo",false,1
56,"Manuel Turpaleon","Alio375",2019-02-05,-32699,27833,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la madrugada solo",false,1
57,"Juan Ramírez","Aloiy869",2019-08-09,-26136,-67270,"Se fue por la vereda en la noche con una niña",false,1
58,"Mirto Claros","Luna79",2018-06-10,12387,29154,"La última vez que lo ví fue por la playa en la tarde con una niña",false,1
59,"Manuel Ramírez","Luna536",2019-03-04,-66793,-53555,"Se fue por la playa en la noche con otros perros",false,1
60,"Juan Solis","Alñoid593",2018-12-06,-48237,-10512,"Se perdió por el mercado de lima en la tarde con una niña",false,1
61,"Ana Vasquez","Alpy617",2018-08-15,34406,40685,"La última vez que lo ví fue por la plaza en la noche con una niña",false,1
62,"Juan Ortiz","Luna4",2020-03-20,-3716,-1831,"La última vez que lo ví fue por la plaza en la tarde con una niña",false,1
63,"Ruperto Turpaleon","Alio687",2020-09-12,32928,21366,"No se por donde se me perdió exactamente pero creo que fue por la pista en la noche con un niño",false,1
64,"Ana Turpaleon","Alpy416",2018-04-14,-17187,2293,"Se fue por la pista en la tarde solo",false,1
65,"Marco Ortiz","Ajui297",2019-08-08,-3918,-26453,"Se marchó por la plaza en la madrugada con una niña",false,1
66,"Juan Claros","Lacy576",2020-10-07,-1280,-25017,"Se fue por la vereda en la mañana con otros perros",false,1
67,"Marco Zaenz","Alio834",2019-06-14,37611,48356,"Se marchó por la vereda en la madrugada con una niña",false,1
68,"Ana Solis","Apou384",2019-04-09,-24626,-23050,"Se fugó por la plaza en la mañana solo",false,1
69,"Marco Claros","Anlop745",2018-06-12,-14578,-37994,"La última vez que lo ví fue por la escuela x en la mañana solo",false,1
70,"Ana Solis","Apou542",2019-07-25,24702,23087,"Se perdió por la plaza en la madrugada con una niña",false,1
71,"Marco Vasquez","Alñoid254",2019-10-06,-26536,36382,"Se perdió por la villa en la noche solo",false,1
72,"Ruperto Turpaleon","Ajui261",2020-04-17,-59138,40384,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la tarde con otros perros",false,1
73,"Pedro Zaenz","Ajui799",2021-02-16,-25139,48026,"No se por donde se me perdió exactamente pero creo que fue por la pista en la noche con una niña",false,1
74,"Marco Vasquez","Alñoid736",2018-05-13,26162,-33026,"Se marchó por el mercado de lima en la madrugada con una niña",false,1
75,"Manuel Quispe","Alio91",2018-12-20,-22431,38108,"Se fue por la escuela x en la tarde con otros perros",false,1
76,"Ana Vasquez","Alpy429",2018-01-20,2982,45801,"No se por donde se me perdió exactamente pero creo que fue por el mercado de huacho en la madrugada con una niña",false,1
77,"Ruperto Claros","Lacy734",2020-11-12,-61394,-45098,"Se perdió por la villa en la noche con un niño",false,1
78,"Mirto Solis","Lacy523",2019-07-14,37973,-63784,"La última vez que lo ví fue por el mercado de huacho en la madrugada con un niño",false,1
79,"Ruperto Zaenz","Alio268",2021-06-16,25400,46695,"Se perdió por el mercado de lima en la mañana con un niño",false,1
80,"Ana Vasquez","Alpy545",2019-08-01,-43652,-7314,"Se fue por el mercado de huacho en la mañana con otros perros",false,1
81,"María Claros","Aloiy167",2020-04-21,-45761,-69682,"Se fugó por la pista en la madrugada solo",false,1
82,"Mirto Quispe","Ajui987",2018-09-22,47705,-53730,"Se fugó por el mercado de lima en la tarde solo",false,1
83,"Ruperto Zaenz","Ajui936",2018-04-23,-67907,-48224,"Se fue por la villa en la noche con otros perros",false,1
84,"Pedro Ortiz","Alpy998",2018-04-22,14498,40604,"Se fue por la escuela x en la madrugada solo",false,1
85,"Ana Vasquez","Alpy119",2021-03-23,9162,-7255,"Se fue por la vereda en la mañana con otros perros",false,1
86,"Ruperto Solis","Luna155",2018-03-06,-36248,22775,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana con otros perros",false,1
87,"Manuel Vasquez","Alio475",2021-02-13,-19957,-67942,"Se perdió por la plaza en la mañana solo",false,1
88,"Marco Vasquez","Anlop42",2018-04-18,34639,18625,"Se fue por la pista en la madrugada solo",false,1
89,"Juan Zaenz","Lacy123",2020-04-16,-39887,-4566,"La última vez que lo ví fue por la villa en la mañana con una niña",false,1
90,"Juan Turpaleon","Anlop680",2018-08-25,31556,33410,"Se perdió por la plaza en la noche con otros perros",false,1
91,"Manuel Claros","Anlop559",2020-10-02,-46047,40241,"Se marchó por la villa en la tarde con un niño",false,1
92,"Ana Claros","Lacy575",2018-12-01,-54039,18875,"Se perdió por la vereda en la tarde con un niño",false,1
93,"María Vasquez","Lacy390",2019-05-02,-68026,4828,"Se marchó por la plaza en la madrugada con un niño",false,1
94,"Mirto Ortiz","Lacy643",2020-03-13,11533,-62585,"No se por donde se me perdió exactamente pero creo que fue por la pista en la mañana con una niña",false,1
95,"Manuel Turpaleon","Ajui765",2020-12-02,1781,32931,"Se perdió por la playa en la mañana con otros perros",false,1
96,"Pedro Claros","Alio225",2021-08-24,26569,-61880,"Se perdió por la vereda en la mañana con una niña",false,1
97,"Mirto Solis","Lacy71",2018-05-24,-51283,-8383,"La última vez que lo ví fue por la plaza en la noche con otros perros",false,1
98,"Marco Zaenz","Lacy526",2020-08-20,14926,-2293,"Se perdió por el mercado de huacho en la noche con otros perros",false,1
99,"Marco Ramírez","Apou549",2019-08-14,-53934,-6005,"La última vez que lo ví fue por el mercado de huacho en la tarde con una niña",false,1
100,"Pedro Ortiz","Anlop739",2019-06-19,-8902,15519,"Se perdió por el mercado de huacho en la tarde solo",false,1
101,"Marco Zaenz","Apou595",2020-07-03,44800,-7251,"La última vez que lo ví fue por el mercado de lima en la madrugada con un niño",false,1
102,"Manuel Quispe","Lacy14",2020-06-10,-64841,-15952,"Se perdió por la escuela x en la mañana solo",false,1
103,"Ana Turpaleon","Alpy181",2020-04-06,4940,-45744,"La última vez que lo ví fue por la villa en la noche con un niño",false,1
104,"Manuel Turpaleon","Anlop737",2019-08-13,-33175,-52467,"Se perdió por la escuela x en la mañana con un niño",false,1
105,"Pedro Vasquez","Aloiy862",2019-05-01,-10513,1618,"No se por donde se me perdió exactamente pero creo que fue por la pista en la noche con un niño",false,1
106,"Ana Claros","Lacy954",2020-10-04,-7583,8079,"Se fugó por la playa en la madrugada con una niña",false,1
107,"Mirto Zaenz","Alpy380",2021-08-02,25660,-36310,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana solo",false,1
108,"Pedro Turpaleon","Aloiy515",2020-01-17,-49448,2754,"Se perdió por la pista en la noche con otros perros",false,1
109,"Ana Quispe","Alio868",2019-11-15,-50492,-38782,"Se fugó por la vereda en la mañana con un niño",false,1
110,"Pedro Quispe","Lacy705",2019-06-22,-52012,-67985,"Se fugó por el mercado de lima en la noche con una niña",false,1
111,"María Ortiz","Anlop983",2020-11-22,45840,4293,"Se marchó por la pista en la mañana con un niño",false,1
112,"Ruperto Claros","Aloiy946",2019-07-14,-68191,-50240,"Se perdió por el mercado de lima en la madrugada solo",false,1
113,"Ruperto Vasquez","Alñoid934",2021-12-25,-42861,-68546,"No se por donde se me perdió exactamente pero creo que fue por la playa en la tarde con una niña",false,1
114,"Ruperto Zaenz","Luna147",2020-11-03,42604,42673,"Se fugó por la plaza en la mañana con un niño",false,1
115,"Mirto Solis","Apou940",2020-02-03,-41439,22497,"Se marchó por el mercado de lima en la mañana con otros perros",false,1
116,"Ana Zaenz","Anlop494",2021-10-11,19905,-49659,"La última vez que lo ví fue por la plaza en la tarde con una niña",false,1
117,"Pedro Claros","Alpy316",2020-01-14,21223,-23085,"La última vez que lo ví fue por el mercado de lima en la mañana con otros perros",false,1
118,"María Solis","Lacy784",2020-08-08,-10720,-39001,"La última vez que lo ví fue por la playa en la noche con otros perros",false,1
119,"Mirto Zaenz","Alio310",2019-02-24,-52594,9538,"Se fugó por la playa en la noche con un niño",false,1
120,"Juan Quispe","Lacy11",2020-09-05,23082,-61670,"Se perdió por la plaza en la tarde solo",false,1
121,"Pedro Ramírez","Aloiy387",2019-03-24,-42169,15251,"Se fugó por la vereda en la mañana con otros perros",false,1
122,"Marco Ramírez","Anlop737",2019-02-17,46387,44629,"Se fugó por la pista en la tarde solo",false,1
123,"María Turpaleon","Apou757",2018-02-12,-24041,26387,"Se fue por la vereda en la noche solo",false,1
124,"María Solis","Apou268",2018-10-06,37562,40994,"Se fugó por la vereda en la tarde con un niño",false,1
125,"Marco Ramírez","Alio994",2018-09-10,45202,-21035,"Se marchó por la playa en la tarde con un niño",false,1
126,"Ana Ramírez","Alio926",2018-01-09,-49572,-43015,"La última vez que lo ví fue por la pista en la noche con un niño",false,1
127,"Ruperto Solis","Apou187",2021-01-12,3665,-3116,"Se fue por la vereda en la noche solo",false,1
128,"Marco Vasquez","Alñoid146",2021-01-16,32463,-54679,"Se perdió por el mercado de huacho en la madrugada con una niña",false,1
129,"Ana Ramírez","Alio838",2018-08-23,-15769,-65249,"Se marchó por el mercado de huacho en la mañana con otros perros",false,1
130,"Mirto Ramírez","Anlop387",2021-05-08,-59256,-58669,"La última vez que lo ví fue por el mercado de lima en la madrugada solo",false,1
131,"Mirto Claros","Ajui811",2018-04-20,35970,-61572,"Se marchó por la villa en la madrugada con un niño",false,1
132,"Manuel Ortiz","Alpy998",2020-09-22,3599,45779,"Se perdió por la villa en la noche con una niña",false,1
133,"Pedro Quispe","Alio911",2020-05-08,-28694,-45359,"No se por donde se me perdió exactamente pero creo que fue por la villa en la mañana con una niña",false,1
134,"Ruperto Solis","Alpy487",2018-09-12,19614,11632,"Se fugó por la villa en la madrugada con un niño",false,1
135,"Juan Ramírez","Alio920",2020-01-14,-38532,-55921,"Se fue por la villa en la noche con otros perros",false,1
136,"Manuel Claros","Apou992",2018-06-20,-65100,12970,"Se marchó por el mercado de huacho en la tarde con un niño",false,1
137,"Mirto Solis","Alio131",2021-01-20,-35660,-57890,"No se por donde se me perdió exactamente pero creo que fue por la playa en la mañana con un niño",false,1
138,"María Vasquez","Apou773",2019-12-02,41437,-5511,"No se por donde se me perdió exactamente pero creo que fue por la villa en la noche con un niño",false,1
139,"Pedro Turpaleon","Alio62",2018-10-04,22363,-6817,"No se por donde se me perdió exactamente pero creo que fue por la pista en la mañana con una niña",false,1
140,"Pedro Turpaleon","Luna135",2019-02-14,30675,14383,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la mañana solo",false,1
141,"Juan Ramírez","Alpy275",2018-08-07,5900,43879,"Se marchó por la plaza en la noche con otros perros",false,1
142,"María Zaenz","Alio312",2020-06-11,-26526,-32609,"Se perdió por el mercado de huacho en la tarde con otros perros",false,1
143,"Mirto Quispe","Alio129",2019-11-17,-13194,29586,"Se marchó por la pista en la madrugada con un niño",false,1
144,"Manuel Zaenz","Anlop278",2019-10-21,-14803,-41209,"Se fue por la villa en la madrugada solo",false,1
145,"Pedro Turpaleon","Luna239",2019-03-02,-41076,-35465,"La última vez que lo ví fue por la pista en la mañana con una niña",false,1
146,"Pedro Ortiz","Apou675",2019-09-19,38291,-61623,"Se marchó por el mercado de lima en la tarde solo",false,1
147,"Mirto Turpaleon","Apou121",2019-10-21,42791,-12697,"Se marchó por la playa en la madrugada solo",false,1
148,"María Ramírez","Lacy630",2018-07-14,-41914,25062,"Se fue por el mercado de lima en la noche solo",false,1
149,"Marco Ortiz","Alio446",2019-10-14,-68990,46207,"Se fue por el mercado de lima en la madrugada solo",false,1
150,"Juan Quispe","Luna122",2021-01-23,-5611,-39278,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la noche con una niña",false,1
151,"Manuel Claros","Luna945",2018-11-03,33034,-37065,"No se por donde se me perdió exactamente pero creo que fue por la villa en la mañana con una niña",false,1
152,"Ana Solis","Lacy205",2019-01-04,-55325,-65921,"Se marchó por la escuela x en la mañana con una niña",false,1
153,"Pedro Quispe","Anlop934",2018-05-07,-67618,19394,"Se marchó por el mercado de lima en la tarde con una niña",false,1
154,"Pedro Ramírez","Alñoid194",2019-08-15,-23365,-46394,"Se fue por la escuela x en la madrugada con otros perros",false,1
155,"Pedro Solis","Lacy677",2019-01-01,18855,12421,"Se fugó por la vereda en la tarde con otros perros",false,1
156,"María Turpaleon","Ajui160",2020-02-24,-29922,9138,"Se fue por la villa en la madrugada solo",false,1
157,"Manuel Claros","Luna286",2020-07-20,-29375,-6326,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la madrugada solo",false,1
158,"Ana Claros","Luna606",2020-06-03,-18029,-14260,"Se marchó por la escuela x en la madrugada con un niño",false,1
159,"Mirto Solis","Alio151",2019-09-23,-61632,-33323,"Se fugó por la vereda en la mañana con otros perros",false,1
160,"María Claros","Alio216",2020-08-05,-6105,45609,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la mañana con otros perros",false,1
161,"María Ortiz","Alpy65",2021-04-11,-8085,18370,"Se fue por la playa en la madrugada solo",false,1
162,"Juan Turpaleon","Aloiy307",2021-09-11,-31508,-46257,"No se por donde se me perdió exactamente pero creo que fue por la pista en la mañana con otros perros",false,1
163,"Mirto Claros","Apou590",2018-08-21,-49643,-63576,"Se perdió por la plaza en la madrugada solo",false,1
164,"Mirto Turpaleon","Alñoid175",2021-01-16,-10514,-25131,"La última vez que lo ví fue por el mercado de lima en la noche con otros perros",false,1
165,"Juan Quispe","Anlop880",2019-09-13,33933,3380,"Se fugó por la pista en la tarde solo",false,1
166,"Ana Zaenz","Anlop572",2020-05-13,-2642,10647,"Se fue por la escuela x en la noche con un niño",false,1
167,"Ruperto Vasquez","Luna262",2018-05-08,-30012,11005,"No se por donde se me perdió exactamente pero creo que fue por la playa en la noche con otros perros",false,1
168,"Ana Claros","Luna90",2019-08-23,37501,-19613,"Se marchó por la escuela x en la madrugada con un niño",false,1
169,"Juan Vasquez","Alpy516",2018-04-20,-20193,-50745,"Se fue por la plaza en la madrugada con otros perros",false,1
170,"Mirto Solis","Luna269",2020-04-11,-32881,-67864,"Se marchó por el mercado de huacho en la mañana con un niño",false,1
171,"Ana Turpaleon","Aloiy791",2019-08-20,-13903,9210,"Se marchó por el mercado de huacho en la noche con una niña",false,1
172,"Mirto Ortiz","Alio824",2019-11-05,-32185,25560,"No se por donde se me perdió exactamente pero creo que fue por la plaza en la mañana con un niño",false,1
173,"Ana Ramírez","Anlop820",2019-07-04,-44628,-66811,"Se fue por la escuela x en la tarde con una niña",false,1
174,"Ruperto Turpaleon","Lacy777",2019-12-07,-51103,49290,"Se fugó por la pista en la mañana con otros perros",false,1
175,"María Zaenz","Alio846",2019-06-17,2090,-67836,"Se fue por la pista en la madrugada con una niña",false,1
176,"Marco Turpaleon","Alpy521",2020-06-01,17305,-36679,"Se fugó por la vereda en la mañana con un niño",false,1
177,"Marco Solis","Ajui186",2018-06-10,-26294,13996,"Se fugó por la villa en la tarde con otros perros",false,1
178,"Manuel Quispe","Alñoid586",2018-08-13,8490,-53715,"La última vez que lo ví fue por la plaza en la noche con una niña",false,1
179,"Mirto Claros","Alpy391",2018-07-04,-56481,-40982,"Se fugó por la villa en la tarde solo",false,1
180,"Juan Quispe","Alio57",2020-12-23,-17155,-43278,"Se perdió por la pista en la noche con una niña",false,1
181,"María Ortiz","Apou523",2020-07-07,21339,-5761,"Se fue por la pista en la madrugada con un niño",false,1
182,"Marco Ramírez","Apou294",2021-01-22,17821,-19820,"Se perdió por la villa en la mañana con una niña",false,1
183,"Marco Vasquez","Alpy575",2018-01-12,-14757,-24271,"La última vez que lo ví fue por la vereda en la tarde solo",false,1
184,"Marco Solis","Anlop626",2018-06-19,39688,-32397,"La última vez que lo ví fue por la villa en la madrugada solo",false,1
185,"Pedro Vasquez","Ajui570",2021-12-25,39709,-28447,"Se fue por la plaza en la noche solo",false,1
186,"Manuel Solis","Alpy555",2021-09-08,33302,27107,"Se perdió por el mercado de lima en la mañana con otros perros",false,1
187,"Marco Ortiz","Alpy624",2020-05-07,-10397,-24576,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la noche con otros perros",false,1
188,"Ana Vasquez","Luna450",2020-08-21,44854,47170,"No se por donde se me perdió exactamente pero creo que fue por la villa en la madrugada con otros perros",false,1
189,"Pedro Vasquez","Alñoid281",2018-07-16,23368,23817,"Se marchó por la plaza en la noche solo",false,1
190,"Juan Turpaleon","Luna538",2019-02-11,-7505,15335,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la tarde con un niño",false,1
191,"Ruperto Claros","Ajui793",2019-12-13,-45623,15841,"Se marchó por la plaza en la noche solo",false,1
192,"Marco Ortiz","Apou41",2019-10-01,-6582,7705,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la noche solo",false,1
193,"Ruperto Quispe","Anlop767",2021-02-11,13112,-35802,"Se fugó por el mercado de lima en la mañana con una niña",false,1
194,"Mirto Solis","Alñoid612",2019-07-09,-6871,-29574,"Se marchó por el mercado de huacho en la tarde solo",false,1
195,"Mirto Ramírez","Ajui543",2020-04-02,25300,45099,"Se marchó por la vereda en la noche solo",false,1
196,"Marco Zaenz","Anlop556",2021-11-23,22560,8851,"La última vez que lo ví fue por la vereda en la tarde solo",false,1
197,"Ruperto Quispe","Alñoid999",2018-06-24,27663,-47784,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la madrugada con un niño",false,1
198,"Pedro Turpaleon","Lacy296",2019-03-22,29857,-8737,"La última vez que lo ví fue por la villa en la mañana con otros perros",false,1
199,"Ana Solis","Lacy618",2018-05-02,12765,-68493,"Se fue por la villa en la madrugada con una niña",false,1
200,"Manuel Vasquez","Alpy545",2021-10-09,43992,-65221,"Se perdió por la villa en la madrugada con otros perros",false,1
201,"Manuel Turpaleon","Alpy3",2020-07-06,-8326,-24174,"La última vez que lo ví fue por el mercado de lima en la mañana con un niño",false,1
202,"Ruperto Ramírez","Ajui959",2019-02-14,14279,-41946,"Se perdió por la vereda en la madrugada con un niño",false,1
203,"María Turpaleon","Alio598",2020-03-07,25879,16420,"No se por donde se me perdió exactamente pero creo que fue por la plaza en la madrugada solo",false,1
204,"Mirto Vasquez","Alpy840",2021-07-18,9872,-69700,"Se fugó por el mercado de huacho en la noche con un niño",false,1
205,"Marco Claros","Alpy839",2019-07-16,-39198,-52845,"Se marchó por la villa en la noche con un niño",false,1
206,"Marco Claros","Alñoid403",2021-10-25,-7391,4458,"Se perdió por el mercado de huacho en la mañana solo",false,1
207,"Juan Ramírez","Anlop847",2020-08-23,39318,-68945,"Se fugó por la playa en la noche con una niña",false,1
208,"Ana Turpaleon","Alpy372",2021-01-22,-59441,-55646,"Se marchó por el mercado de lima en la madrugada con otros perros",false,1
209,"Juan Vasquez","Alñoid1",2021-01-22,-23773,20880,"La última vez que lo ví fue por la villa en la tarde con una niña",false,1
210,"Juan Vasquez","Alpy238",2021-04-11,-57019,-14222,"Se fugó por la plaza en la noche con otros perros",false,1
211,"Ana Zaenz","Alñoid489",2020-10-23,19525,39039,"Se perdió por la pista en la madrugada con otros perros",false,1
212,"Manuel Solis","Alpy485",2021-03-16,44532,-1477,"Se perdió por la playa en la tarde con un niño",false,1
213,"María Claros","Aloiy212",2018-11-06,-58534,-50644,"Se fugó por la escuela x en la mañana con un niño",false,1
214,"Ana Ortiz","Alñoid895",2021-07-24,-59217,23735,"La última vez que lo ví fue por la playa en la tarde con una niña",false,1
215,"María Turpaleon","Lacy174",2018-07-20,-23434,5825,"Se fugó por la vereda en la tarde con una niña",false,1
216,"Ana Claros","Alñoid655",2020-01-20,21570,36130,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana solo",false,1
217,"Manuel Turpaleon","Alpy782",2021-11-15,3482,-47518,"La última vez que lo ví fue por la plaza en la madrugada con otros perros",false,1
218,"Pedro Ortiz","Alñoid209",2019-03-11,25474,-54375,"La última vez que lo ví fue por la plaza en la noche con un niño",false,1
219,"Manuel Zaenz","Luna953",2018-12-11,-23470,-25524,"Se fugó por el mercado de huacho en la mañana solo",false,1
220,"Pedro Zaenz","Lacy631",2021-08-19,39769,14170,"Se perdió por la escuela x en la mañana con un niño",false,1
221,"Manuel Solis","Alpy837",2021-06-17,-41969,22879,"Se perdió por la escuela x en la noche solo",false,1
222,"María Ramírez","Alpy779",2021-08-02,-53741,-18254,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana con una niña",false,1
223,"Pedro Zaenz","Luna511",2018-04-23,26652,4204,"Se fue por la playa en la mañana con otros perros",false,1
224,"Marco Claros","Aloiy658",2018-10-01,-4803,-64257,"Se fugó por el mercado de lima en la tarde con un niño",false,1
225,"Manuel Quispe","Lacy718",2018-11-25,-14128,-31634,"Se marchó por la escuela x en la madrugada solo",false,1
226,"María Vasquez","Luna690",2021-02-13,-53405,-40272,"No se por donde se me perdió exactamente pero creo que fue por la pista en la madrugada solo",false,1
227,"María Ortiz","Apou365",2020-05-05,31416,3870,"Se perdió por la plaza en la noche con otros perros",false,1
228,"Manuel Ramírez","Alio846",2018-11-15,-19974,-15149,"Se fue por el mercado de lima en la mañana con otros perros",false,1
229,"Pedro Turpaleon","Alñoid818",2019-03-25,41878,-26204,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la mañana con una niña",false,1
230,"María Claros","Alpy766",2020-07-10,-51169,-41961,"Se fue por la villa en la madrugada con otros perros",false,1
