43,"Mirto Quispe","Luna6574",2019-03-01,23609,-17601,"Se fugó por la escuela x en la mañana solo",false,1
44,"Mirto Ramírez","Alpy6746",2020-03-12,-3101,-30437,"Se marchó por la plaza en la mañana con una niña",false,1
45,"Ana Vasquez","Alpy6076",2018-04-01,24885,218,"La última vez que lo ví fue por la escuela x en la madrugada con otros perros",false,1
46,"Ruperto Ramírez","Alpy5055",2018-08-12,2371,25216,"Se fugó por la vereda en la mañana con otros perros",false,1
47,"Marco Vasquez","Ajui6521",2020-09-03,-20144,38306,"No se por donde se me perdió exactamente pero creo que fue por la villa en la mañana con otros perros",false,1
48,"María Turpaleon","Ajui5459",2018-05-20,20542,-18932,"La última vez que lo ví fue por la vereda en la noche con otros perros",false,1
49,"María Ramírez","Lacy4828",2020-11-24,12375,5795,"La última vez que lo ví fue por la vereda en la noche solo",false,1
50,"María Vasquez","Alñoid6203",2020-06-20,-5923,20160,"Se fugó por el mercado de lima en la madrugada con otros perros",false,1
51,"Ana Ortiz","Ajui1362",2021-08-09,-22432,-57817,"No se por donde se me perdió exactamente pero creo que fue por la pista en la mañana con otros perros",false,1
52,"Marco Vasquez","Luna6190",2020-11-18,12517,-17850,"Se perdió por el mercado de huacho en la mañana con un niño",false,1
53,"Juan Solis","Alpy9952",2018-08-20,45058,-41553,"Se perdió por la pista en la noche con una niña",false,1
54,"Ana Quispe","Alpy1639",2019-07-13,-31957,-68537,"No se por donde se me perdió exactamente pero creo que fue por la pista en la noche con un niño",false,1
55,"Ana Ortiz","Anlop9637",2020-02-10,31384,38621,"Se marchó por la pista en la madrugada con una niña",false,1
56,"Mirto Vasquez","Alio7279",2021-12-03,-14694,-22642,"Se fugó por la villa en la madrugada con una niña",false,1
57,"Ruperto Turpaleon","Luna8868",2020-09-07,-54838,41021,"Se fue por el mercado de lima en la noche con una niña",false,1
58,"Marco Claros","Alio1974",2018-09-02,-56583,37654,"Se fue por el mercado de huacho en la madrugada solo",false,1
59,"Juan Ortiz","Ajui9551",2020-06-25,49074,-11357,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la tarde con otros perros",false,1
60,"Pedro Solis","Alio3481",2018-10-06,-12370,7220,"La última vez que lo ví fue por la vereda en la tarde con un niño",false,1
61,"Pedro Solis","Alpy7556",2018-04-16,12818,-33075,"Se marchó por la villa en la madrugada con otros perros",false,1
62,"Ruperto Zaenz","Aloiy415",2021-11-16,29630,44087,"No se por donde se me perdió exactamente pero creo que fue por la playa en la noche con un niño",false,1
63,"Marco Quispe","Alpy8529",2021-03-18,-9634,-59131,"Se fugó por la playa en la noche solo",false,1
64,"Marco Solis","Apou2719",2021-08-14,-63477,-17183,"No se por donde se me perdió exactamente pero creo que fue por la playa en la madrugada con un niño",false,1
65,"Ruperto Ortiz","Aloiy5575",2020-05-15,-53119,28347,"Se perdió por la vereda en la madrugada solo",false,1
66,"María Zaenz","Anlop4339",2019-06-23,-33062,-36354,"No se por donde se me perdió exactamente pero creo que fue por la villa en la tarde solo",false,1
67,"Pedro Turpaleon","Lacy5664",2018-03-02,-36048,17847,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la madrugada con otros perros",false,1
68,"Ruperto Ramírez","Aloiy3752",2021-03-24,-65259,48078,"No se por donde se me perdió exactamente pero creo que fue por el mercado de huacho en la madrugada con una niña",false,1
69,"Manuel Claros","Aloiy8518",2018-05-25,-51199,-48329,"Se marchó por la vereda en la mañana con una niña",false,1
70,"Pedro Claros","Aloiy2911",2018-07-20,-67114,-26990,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana con una niña",false,1
71,"Ana Zaenz","Lacy8867",2018-04-19,943,-6151,"Se fugó por la vereda en la madrugada con una niña",false,1
72,"Ana Quispe","Alio2454",2019-06-01,47161,-3923,"Se fugó por la pista en la madrugada con una niña",false,1
73,"Marco Ramírez","Alio5972",2020-05-04,-30262,9431,"Se marchó por la villa en la tarde con un niño",false,1
74,"Ana Turpaleon","Alpy8181",2019-03-18,26953,-60742,"Se perdió por la vereda en la noche con una niña",false,1
75,"Marco Quispe","Ajui3312",2021-03-04,24115,-48845,"La última vez que lo ví fue por el mercado de lima en la madrugada con otros perros",false,1
76,"Juan Claros","Alpy9258",2020-11-12,41823,-15227,"Se fue por la plaza en la mañana con un niño",false,1
77,"Ana Vasquez","Apou3617",2020-06-18,-28410,-26808,"Se marchó por la playa en la noche con una niña",false,1
78,"Marco Claros","Aloiy3990",2019-07-05,-17896,10140,"La última vez que lo ví fue por la plaza en la noche con otros perros",false,1
79,"Manuel Zaenz","Ajui6602",2019-11-17,42089,11326,"Se fue por la plaza en la tarde con otros perros",false,1
80,"Mirto Vasquez","Lacy1747",2021-02-05,12017,-14432,"Se perdió por el mercado de lima en la mañana solo",false,1
81,"Ruperto Zaenz","Alio7696",2019-03-11,-68269,45672,"Se marchó por la villa en la madrugada con otros perros",false,1
82,"María Solis","Lacy5442",2018-10-04,7033,-31377,"No se por donde se me perdió exactamente pero creo que fue por la pista en la tarde con otros perros",false,1
83,"Marco Zaenz","Alñoid8979",2021-11-08,36129,26222,"Se fugó por la pista en la tarde con un niño",false,1
84,"Marco Zaenz","Alio4342",2021-08-14,45299,-65247,"Se fugó por la pista en la mañana con una niña",false,1
85,"Manuel Ortiz","Alio8787",2021-10-15,49231,42997,"Se marchó por la escuela x en la tarde con una niña",false,1
86,"Ruperto Solis","Ajui1734",2018-07-17,36744,48398,"La última vez que lo ví fue por la pista en la noche con un niño",false,1
87,"Mirto Zaenz","Anlop3875",2018-12-01,-65443,-19471,"La última vez que lo ví fue por la pista en la noche con una niña",false,1
88,"Juan Vasquez","Alpy1577",2021-11-10,-46449,3316,"La última vez que lo ví fue por la pista en la noche con otros perros",false,1
89,"Pedro Vasquez","Lacy9547",2019-05-20,-33024,9377,"La última vez que lo ví fue por la escuela x en la tarde con un niño",false,1
90,"Ana Claros","Aloiy6671",2021-02-16,-58217,31831,"Se fue por el mercado de huacho en la madrugada con otros perros",false,1
91,"Marco Ortiz","Lacy5104",2019-12-17,-34142,3258,"Se fugó por la pista en la madrugada solo",false,1
92,"Ruperto Claros","Luna2556",2019-10-17,5245,-5220,"Se marchó por la escuela x en la mañana con un niño",false,1
93,"Marco Solis","Aloiy7904",2018-05-03,49571,16580,"Se fugó por la plaza en la madrugada con otros perros",false,1
94,"Ana Vasquez","Alpy4378",2021-03-11,17749,-14600,"La última vez que lo ví fue por el mercado de huacho en la madrugada con un niño",false,1
95,"Marco Quispe","Alñoid2123",2018-03-11,-53703,-9786,"Se perdió por el mercado de lima en la mañana con una niña",false,1
96,"Marco Ortiz","Luna1865",2021-02-21,6722,-56320,"Se perdió por la escuela x en la tarde con una niña",false,1
97,"María Ramírez","Apou3042",2019-04-12,-28966,9467,"Se fugó por la vereda en la noche con un niño",false,1
98,"Ruperto Vasquez","Alio2368",2021-07-11,26844,-30053,"No se por donde se me perdió exactamente pero creo que fue por la pista en la tarde con una niña",false,1
99,"Pedro Solis","Anlop3886",2019-06-16,11505,22658,"Se fugó por el mercado de lima en la mañana con una niña",false,1
100,"Manuel Ortiz","Anlop6422",2020-08-16,43893,-41060,"Se fue por el mercado de lima en la mañana solo",false,1
101,"Pedro Zaenz","Anlop6446",2021-03-17,-50708,-33524,"Se fue por la villa en la madrugada con un niño",false,1
102,"Mirto Ortiz","Apou413",2021-03-17,32129,-65845,"La última vez que lo ví fue por la plaza en la mañana con otros perros",false,1
103,"Manuel Turpaleon","Apou5080",2020-01-23,-56295,-50634,"Se fue por la pista en la madrugada solo",false,1
104,"Juan Vasquez","Aloiy8541",2019-03-21,-1071,36859,"La última vez que lo ví fue por la plaza en la mañana con otros perros",false,1
105,"Juan Ortiz","Alio4306",2018-10-01,-3904,-49724,"Se fue por la plaza en la mañana con un niño",false,1
106,"Manuel Turpaleon","Alpy1498",2021-03-10,-27304,-549,"Se fue por el mercado de huacho en la mañana solo",false,1
107,"María Quispe","Ajui5775",2018-03-19,-22602,63,"No se por donde se me perdió exactamente pero creo que fue por la playa en la tarde con otros perros",false,1
108,"Mirto Turpaleon","Luna2867",2018-02-09,-1462,-2397,"No se por donde se me perdió exactamente pero creo que fue por la playa en la mañana con una niña",false,1
109,"Juan Turpaleon","Anlop569",2018-07-01,-28543,28974,"Se perdió por la plaza en la tarde solo",false,1
110,"Ruperto Claros","Apou480",2018-11-19,-65597,33083,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana con un niño",false,1
111,"Marco Ortiz","Aloiy6864",2021-10-04,-13959,-42344,"Se marchó por la vereda en la madrugada solo",false,1
112,"María Ramírez","Ajui8706",2019-02-15,-48835,-42995,"Se perdió por la villa en la noche con un niño",false,1
113,"Mirto Claros","Luna2119",2019-02-09,-39144,-7926,"La última vez que lo ví fue por la escuela x en la mañana con una niña",false,1
114,"María Solis","Apou7067",2021-09-11,-64107,-16560,"Se fugó por la vereda en la mañana con una niña",false,1
115,"Mirto Solis","Apou9084",2019-05-09,20883,-5020,"Se fue por el mercado de huacho en la mañana con una niña",false,1
116,"Ruperto Turpaleon","Ajui9810",2018-06-24,-30058,-47830,"Se marchó por la villa en la mañana con otros perros",false,1
117,"Manuel Ortiz","Alpy8694",2020-07-05,-28580,-51925,"Se fugó por el mercado de huacho en la tarde con una niña",false,1
118,"Mirto Solis","Alio2214",2018-06-03,-26497,37735,"Se fugó por la villa en la mañana con una niña",false,1
119,"Ana Solis","Alñoid2848",2020-04-17,10372,-61268,"La última vez que lo ví fue por el mercado de lima en la mañana con un niño",false,1
120,"Mirto Ortiz","Anlop659",2021-12-20,-3556,-25184,"La última vez que lo ví fue por la villa en la noche con un niño",false,1
121,"Ruperto Zaenz","Alpy425",2019-04-18,49930,-8129,"Se fugó por la playa en la noche con una niña",false,1
122,"Mirto Quispe","Alio1124",2018-07-24,11285,-63052,"Se perdió por la playa en la noche con otros perros",false,1
123,"Pedro Claros","Luna9669",2018-07-17,-45360,-60978,"No se por donde se me perdió exactamente pero creo que fue por la playa en la tarde con una niña",false,1
124,"Mirto Zaenz","Luna1938",2021-08-18,17327,-29548,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana solo",false,1
125,"Manuel Zaenz","Apou5162",2021-09-04,-59041,10315,"La última vez que lo ví fue por la escuela x en la noche con un niño",false,1
126,"Mirto Solis","Alñoid1646",2019-11-23,3721,-13455,"La última vez que lo ví fue por la pista en la tarde con una niña",false,1
127,"Juan Solis","Anlop3515",2020-07-08,4356,-62548,"La última vez que lo ví fue por la escuela x en la noche con una niña",false,1
128,"Mirto Quispe","Luna8039",2018-07-09,21629,-65581,"La última vez que lo ví fue por la villa en la mañana con una niña",false,1
129,"Pedro Ramírez","Lacy6149",2019-02-01,-32355,-6864,"Se fugó por la villa en la tarde con otros perros",false,1
130,"Ruperto Ramírez","Alio4104",2021-05-21,-21159,-46292,"Se marchó por la villa en la mañana con un niño",false,1
131,"Manuel Zaenz","Lacy2124",2018-03-17,-43212,19896,"Se fugó por el mercado de huacho en la tarde con una niña",false,1
132,"Ruperto Quispe","Ajui6157",2021-09-01,41050,-42473,"Se perdió por la villa en la noche con un niño",false,1
133,"Ana Zaenz","Alpy8026",2021-12-11,-69548,-65990,"Se perdió por la pista en la noche con un niño",false,1
134,"María Ramírez","Anlop7308",2021-09-16,48310,22948,"No se por donde se me perdió exactamente pero creo que fue por el mercado de huacho en la mañana con otros perros",false,1
135,"Mirto Quispe","Ajui3978",2020-07-16,-65751,-7872,"No se por donde se me perdió exactamente pero creo que fue por la villa en la madrugada con otros perros",false,1
136,"Marco Zaenz","Alñoid9844",2021-07-06,-31271,24404,"La última vez que lo ví fue por la villa en la tarde con una niña",false,1
137,"Pedro Solis","Lacy5617",2021-08-25,41076,22989,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana con otros perros",false,1
138,"María Vasquez","Alpy5855",2019-10-25,-51330,-68286,"Se marchó por la plaza en la noche con otros perros",false,1
139,"Mirto Turpaleon","Lacy6438",2020-04-15,-68886,47193,"No se por donde se me perdió exactamente pero creo que fue por la playa en la tarde con una niña",false,1
140,"Marco Solis","Ajui9735",2019-05-03,-35943,26912,"La última vez que lo ví fue por la playa en la tarde con una niña",false,1
141,"Marco Ramírez","Lacy5563",2020-03-04,-1045,-13450,"Se marchó por el mercado de lima en la madrugada solo",false,1
142,"Ruperto Quispe","Lacy5676",2018-12-07,-5689,6217,"Se fugó por la villa en la noche con una niña",false,1
143,"Manuel Turpaleon","Alio4380",2020-07-23,45444,-37094,"La última vez que lo ví fue por el mercado de huacho en la tarde con otros perros",false,1
144,"Juan Ortiz","Alio574",2020-05-04,-38216,22849,"Se marchó por la vereda en la noche con una niña",false,1
145,"Pedro Solis","Alio5417",2018-04-23,-2875,5478,"Se fugó por el mercado de huacho en la noche con un niño",false,1
146,"Ana Zaenz","Apou8274",2018-09-08,-62188,-15070,"Se fugó por el mercado de huacho en la tarde con una niña",false,1
147,"Manuel Vasquez","Lacy6552",2018-08-19,-50236,-3883,"Se fugó por la escuela x en la mañana con una niña",false,1
148,"Pedro Ortiz","Alñoid6647",2018-09-11,-6796,-33097,"Se perdió por la villa en la madrugada con un niño",false,1
149,"Marco Ramírez","Alñoid8561",2018-12-16,-7980,-6690,"La última vez que lo ví fue por el mercado de lima en la noche solo",false,1
150,"María Vasquez","Luna9072",2019-12-09,-52775,-66630,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la mañana con otros perros",false,1
151,"Juan Claros","Apou8853",2020-01-07,22900,-32646,"La última vez que lo ví fue por la escuela x en la mañana con otros perros",false,1
152,"María Turpaleon","Alio7277",2021-05-22,-64602,-33814,"La última vez que lo ví fue por el mercado de huacho en la madrugada con un niño",false,1
153,"Mirto Zaenz","Lacy6007",2020-01-03,28538,29536,"Se fugó por la villa en la tarde con un niño",false,1
154,"Pedro Zaenz","Anlop1890",2018-03-14,42428,-61530,"Se perdió por la plaza en la tarde con un niño",false,1
155,"Juan Claros","Anlop9768",2021-08-12,40757,-4786,"Se perdió por la playa en la noche solo",false,1
156,"Pedro Vasquez","Alpy127",2018-11-16,-68453,-33076,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la mañana solo",false,1
157,"Manuel Ramírez","Alñoid7959",2019-08-02,-62896,-28207,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la tarde solo",false,1
158,"María Claros","Anlop9673",2019-12-14,44099,-55519,"La última vez que lo ví fue por la playa en la tarde con un niño",false,1
159,"Ruperto Turpaleon","Alio3238",2020-04-25,-31179,-55643,"Se perdió por el mercado de huacho en la tarde con una niña",false,1
160,"Marco Ortiz","Alpy2734",2021-06-01,31053,-58259,"Se fue por la villa en la madrugada con otros perros",false,1
161,"Ana Solis","Alñoid8907",2020-02-02,33662,40202,"Se marchó por la vereda en la madrugada solo",false,1
162,"Ana Quispe","Luna1324",2018-10-14,18936,-65381,"Se marchó por la playa en la tarde solo",false,1
163,"Pedro Turpaleon","Aloiy8460",2018-08-02,12641,-25797,"La última vez que lo ví fue por el mercado de huacho en la madrugada con una niña",false,1
164,"Marco Zaenz","Apou1927",2021-12-07,22688,-41280,"Se marchó por la villa en la noche con una niña",false,1
165,"Pedro Claros","Lacy9912",2020-01-08,-43598,34585,"Se marchó por el mercado de huacho en la noche con un niño",false,1
166,"Manuel Quispe","Lacy5743",2018-08-02,-6367,33727,"Se fugó por la plaza en la madrugada solo",false,1
167,"Ruperto Quispe","Lacy4261",2020-05-09,-55110,17416,"La última vez que lo ví fue por el mercado de huacho en la noche con un niño",false,1
168,"Manuel Zaenz","Lacy6551",2020-11-16,-62738,-26204,"La última vez que lo ví fue por la pista en la noche con una niña",false,1
169,"Marco Solis","Lacy781",2021-07-03,24815,-28298,"No se por donde se me perdió exactamente pero creo que fue por la playa en la tarde con una niña",false,1
170,"Ana Zaenz","Anlop6965",2020-04-20,-2258,7015,"Se fue por el mercado de lima en la mañana solo",false,1
171,"Marco Solis","Lacy8014",2021-03-21,38663,-61984,"Se perdió por el mercado de huacho en la madrugada solo",false,1
172,"Juan Vasquez","Alñoid1310",2019-05-08,-41735,-2747,"No se por donde se me perdió exactamente pero creo que fue por la villa en la noche con otros perros",false,1
173,"Mirto Quispe","Luna2849",2019-06-04,-53050,-5285,"La última vez que lo ví fue por el mercado de huacho en la mañana con otros perros",false,1
174,"Ana Vasquez","Lacy8741",2020-05-09,-38090,-21456,"Se marchó por la playa en la tarde solo",false,1
175,"Juan Claros","Anlop5363",2019-03-20,16442,-1558,"Se fue por la plaza en la mañana con otros perros",false,1
176,"Manuel Ortiz","Alñoid8417",2021-07-11,-60317,43020,"No se por donde se me perdió exactamente pero creo que fue por la plaza en la madrugada solo",false,1
177,"Manuel Claros","Ajui233",2021-03-11,-69907,-69000,"La última vez que lo ví fue por la pista en la mañana con otros perros",false,1
178,"María Turpaleon","Anlop2776",2018-12-05,3106,-9650,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la tarde con un niño",false,1
179,"Ruperto Quispe","Aloiy7464",2020-09-01,-7232,-56878,"Se fugó por la vereda en la tarde con una niña",false,1
180,"Pedro Quispe","Apou9260",2018-03-20,29709,-63875,"La última vez que lo ví fue por el mercado de huacho en la mañana solo",false,1
181,"Marco Claros","Ajui3589",2020-02-20,27855,-22972,"La última vez que lo ví fue por el mercado de huacho en la tarde con una niña",false,1
182,"Mirto Quispe","Alio2417",2021-10-18,12314,29222,"Se fugó por el mercado de huacho en la noche con una niña",false,1
183,"Mirto Ortiz","Lacy6871",2018-05-09,5892,3137,"No se por donde se me perdió exactamente pero creo que fue por el mercado de lima en la tarde con un niño",false,1
184,"Ana Solis","Alñoid284",2021-09-14,-2732,-50886,"Se marchó por el mercado de lima en la tarde con un niño",false,1
185,"Mirto Ortiz","Anlop5642",2019-04-09,43473,-49617,"La última vez que lo ví fue por la pista en la noche con una niña",false,1
186,"Juan Quispe","Alñoid2601",2020-12-20,-57224,-37068,"Se marchó por el mercado de lima en la madrugada solo",false,1
187,"Pedro Claros","Apou1756",2019-03-08,-199,-37760,"Se fugó por la pista en la tarde solo",false,1
188,"María Vasquez","Luna5944",2021-06-15,35313,42405,"Se fugó por la vereda en la tarde solo",false,1
189,"Pedro Quispe","Apou2097",2018-04-23,24472,9146,"Se perdió por la plaza en la tarde con otros perros",false,1
190,"Manuel Turpaleon","Alio7545",2021-01-19,18268,-68742,"Se fugó por el mercado de lima en la madrugada con un niño",false,1
191,"Juan Claros","Alñoid715",2018-08-16,-7221,-20934,"Se fue por la escuela x en la mañana solo",false,1
192,"Ana Vasquez","Aloiy6721",2020-09-09,30547,-43498,"Se perdió por la pista en la noche con un niño",false,1
193,"María Turpaleon","Apou4853",2018-12-13,48037,-62304,"Se marchó por la plaza en la mañana con otros perros",false,1
194,"Juan Solis","Luna9848",2019-05-11,-39038,9450,"La última vez que lo ví fue por el mercado de huacho en la noche con otros perros",false,1
195,"Juan Ramírez","Alpy7085",2020-12-13,12222,-26467,"Se fugó por el mercado de lima en la noche con una niña",false,1
196,"Pedro Turpaleon","Alñoid1907",2021-08-11,-16246,25649,"Se fugó por la villa en la madrugada con una niña",false,1
197,"Ana Ortiz","Alpy6940",2019-04-18,9398,-44374,"Se perdió por la playa en la tarde con una niña",false,1
198,"Ruperto Turpaleon","Lacy8412",2019-06-11,-42650,2864,"Se perdió por la villa en la noche solo",false,1
199,"Ana Quispe","Ajui2380",2020-02-10,-12245,-62508,"No se por donde se me perdió exactamente pero creo que fue por la villa en la tarde con otros perros",false,1
200,"Ruperto Turpaleon","Ajui5213",2019-11-18,-41851,-47073,"Se fue por el mercado de huacho en la tarde solo",false,1
201,"María Ortiz","Alpy39",2021-04-15,-32819,2824,"Se fue por el mercado de huacho en la mañana con un niño",false,1
202,"María Quispe","Ajui7952",2019-05-16,-1742,41276,"Se fue por el mercado de lima en la noche con una niña",false,1
203,"Marco Ortiz","Lacy3264",2019-11-06,-24291,40373,"No se por donde se me perdió exactamente pero creo que fue por la vereda en la noche con un niño",false,1
204,"Pedro Quispe","Alio6029",2019-08-13,-54862,-13973,"Se perdió por el mercado de lima en la mañana con otros perros",false,1
205,"Ana Quispe","Alñoid6019",2019-02-06,-9890,-11100,"Se fugó por la vereda en la madrugada con una niña",false,1
206,"Mirto Quispe","Luna9712",2021-03-01,45412,-20081,"La última vez que lo ví fue por el mercado de lima en la tarde con un niño",false,1
207,"Juan Solis","Lacy5290",2021-10-24,-2121,-49901,"Se perdió por la escuela x en la noche con una niña",false,1
208,"Ana Ramírez","Alio652",2021-10-23,-32353,40787,"Se fue por la villa en la mañana solo",false,1
209,"Pedro Claros","Apou3570",2019-12-06,-51351,48989,"No se por donde se me perdió exactamente pero creo que fue por la escuela x en la mañana con una niña",false,1
210,"Ana Claros","Ajui1478",2018-07-19,-47913,-38331,"Se fugó por la plaza en la madrugada con un niño",false,1
211,"Marco Solis","Ajui9548",2019-09-18,15975,-62222,"Se marchó por el mercado de lima en la tarde con una niña",false,1
212,"Ruperto Turpaleon","Lacy5737",2018-12-15,30657,-23666,"Se fugó por el mercado de huacho en la tarde con un niño",false,1
213,"Pedro Ortiz","Anlop9642",2021-03-07,-16915,20592,"Se perdió por la vereda en la madrugada con otros perros",false,1
214,"Manuel Ortiz","Alio4965",2018-02-02,-40740,10746,"Se fugó por la vereda en la tarde con un niño",false,1
215,"Juan Vasquez","Aloiy5321",2021-05-07,-69456,-38338,"Se fue por el mercado de huacho en la noche con un niño",false,1
216,"María Zaenz","Apou772",2021-10-22,-23193,-8951,"Se perdió por la playa en la madrugada con otros perros",false,1
217,"María Ramírez","Alpy3190",2019-08-23,16214,-52517,"Se fue por el mercado de huacho en la mañana con un niño",false,1
218,"Ruperto Quispe","Alio259",2018-10-12,-58710,13213,"Se perdió por la villa en la madrugada solo",false,1
219,"Pedro Turpaleon","Lacy2881",2019-12-07,-10856,-48392,"Se perdió por la pista en la madrugada solo",false,1
220,"María Ortiz","Alpy7493",2020-08-01,-48033,-57228,"Se perdió por la plaza en la tarde con otros perros",false,1
221,"Mirto Ortiz","Aloiy5514",2021-04-24,-55729,26813,"No se por donde se me perdió exactamente pero creo que fue por el mercado de huacho en la noche solo",false,1
222,"Manuel Solis","Luna92",2021-02-24,26536,-66962,"La última vez que lo ví fue por la villa en la mañana con un niño",false,1
223,"Juan Quispe","Alio5636",2020-05-06,13392,-20211,"No se por donde se me perdió exactamente pero creo que fue por la villa en la tarde con otros perros",false,1
224,"Manuel Zaenz","Anlop1812",2021-06-11,31364,-60392,"No se por donde se me perdió exactamente pero creo que fue por la pista en la tarde con un niño",false,1
225,"Ruperto Vasquez","Luna7334",2020-04-12,-6122,-35575,"Se perdió por la villa en la madrugada con un niño",false,1
